Gene	Astrocyte_Fidelity	Microglia_Fidelity	Oligodendrocyte_Fidelity	Neuron_Fidelity
HMCN1	-0.125721534	2.40726844	6.827348802	4.331331142
AGAP3	8.552510111	26.96544262	13.89737663	29.5291593
PRSS27	-6.443149643	11.50220163	7.769422133	-1.733533489
SNX25	8.515541833	-0.6288252264	1.687467766	51.10565143
HDAC10	7.211137406	22.96040091	12.1400807	5.743732656
NAA38	8.538817335	34.78159497	16.85292735	19.38105874
SLX4	15.99451646	11.38192509	22.4147102	15.20548782
MEGF10	50.75489823	23.15432788	78.88265924	7.988279591
KIF2B	0.8745924696	-9.029876984	-9.530793895	-2.927209957
MYPN	3.402741971	-7.102714154	-6.471516356	1.171988767
HES7	-8.587994941	16.31939889	3.265589194	-6.865492563
KLHL22	-1.165026778	22.87834585	12.42427106	12.51251137
RAB2B	8.841257234	16.71084787	26.55685552	40.35624471
SLC45A3	6.638209303	34.58348676	128.3446766	-4.654084289
ANKRD13A	17.58379091	34.9542145	89.31619132	12.25902691
PLCZ1	8.397453336	-6.513080313	-5.994120409	4.595167441
TRIM15	9.829061687	1.029242534	1.332960667	1.919387931
PAPL	-3.514440551	14.46872954	15.23419547	-4.118466663
TSPAN18	17.72121553	7.127684829	8.577148484	13.8839638
PRMT3	22.41651551	24.87828286	34.37621617	11.74873205
GNAT3	8.158797395	-4.271710054	-2.281539163	4.205418547
SLC25A43	21.16844811	13.01260536	4.938528931	6.808499479
CAPZA1	17.16483597	32.7410436	35.23465889	40.5508347
SLC35B2	15.97781908	31.73102051	73.6176482	-2.480511481
HARBI1	9.005982173	30.38546069	59.62749322	8.733485284
HMX2	4.249558999	12.4204748	5.880266537	5.607663484
PIK3R4	2.81493063	14.56752332	28.38013103	32.76347976
SEC14L3	8.291855558	-5.002749376	-0.761653816	-1.189202938
MICALL1	13.90146499	25.5459491	69.70009528	3.561485414
CNTNAP4	8.781427188	43.97175763	101.6887158	14.24496558
SLC25A52	-4.534647179	5.211059044	4.871246017	13.92243907
DISP2	5.678896298	3.107660079	-6.185859909	28.39931077
SLC38A5	17.33753726	20.7257187	34.30529747	-2.969143162
SPRED2	20.4828242	-0.2371130152	6.711344986	38.74848982
SPRED1	46.70290968	3.042659221	20.2155709	43.71708546
LMX1A	-0.593107024	2.319371961	-0.9046404236	-5.251490561
FAM46B	5.957053883	5.957145461	-3.335279824	-1.10001835
ACSM1	4.474044151	14.93837019	9.81360628	-6.567259148
COMMD7	4.800372297	22.6486677	12.74658376	24.05803131
RTN3	6.472312251	18.7478781	25.90953527	70.50183354
TAAR1	5.139696783	3.81935094	-2.34797256	-1.028816238
VIT	1.137700979	4.567826653	0.806564938	5.560348074
CLASP2	7.871347724	17.8557455	47.5770863	66.70683666
NFASC	17.24649169	29.44070166	61.23446166	24.99064581
MRGPRX2	-0.3140857115	-3.258024652	-5.727415145	-1.646686596
B3GNT5	16.32378161	49.53523397	27.45494404	10.28382793
OXR1	2.065765522	11.65073245	15.35700124	66.34074781
TPPP2	17.30287436	-2.808621524	-2.153392816	-4.490114769
SVIL	16.11755678	8.228013292	5.296512404	8.492233658
TRAK1	28.67912806	17.97536879	16.19633497	47.99538869
FAM76B	23.16891758	25.97121479	49.26841076	19.12297515
FAM154B	7.497210291	1.745236275	-0.06907783124	22.80458691
PGPEP1L	5.713373358	3.316899785	0.1153181665	7.276808451
UPRT	12.81907899	18.78083698	14.67729668	42.56218862
CD109	57.7075064	12.52026818	22.50066592	6.460750233
TTC39B	7.627932672	-3.32438434	-0.3472320185	48.00383236
FAM26F	7.311787161	17.36518669	-1.341815087	25.00545446
MED13L	36.42447446	7.235458167	15.0127125	27.19679848
TOR2A	3.550366499	18.47285486	12.71838632	2.22174903
LPPR5	9.175700291	-15.16391191	-17.13973632	49.16894818
KDM7A	12.7283276	8.602301155	22.37860459	24.39087274
NIM1K	25.97122269	11.20056205	19.21098578	31.63189798
SPSB4	-1.065370591	12.11604023	2.761091828	11.9763021
PNPLA1	8.661152902	0.9430002937	3.975005965	3.131513222
MVB12B	20.7622124	35.85667275	97.24732345	15.74487124
TMTC2	20.95764044	25.16451565	107.6630743	11.73888836
HEATR5B	8.079521326	19.42076328	15.96809658	35.36304049
SRSF4	26.03388989	21.72867727	32.56042385	31.54792055
GANC	16.62458954	30.81088165	55.88661516	5.854565227
RAB26	-7.351017098	13.08381124	-1.009720618	1.969747309
ACOT2	43.53927488	22.39433943	12.74091092	27.23399176
PTCHD2	9.167224098	1.314671995	-1.250239003	5.347013667
TEKT4	3.973397233	24.3446108	20.17024817	-3.456298921
PAIP2B	29.39155499	18.37035783	58.27552041	2.012134788
DNAH10	4.793320928	12.56807344	12.87354475	2.285795844
CASKIN1	-2.033111269	5.878797606	-3.151498121	23.20078344
SRSF12	-0.09567065555	12.8787062	-2.778605546	40.74997453
KRT72	4.485855483	-4.626085737	-5.387512224	-1.860452814
TMC2	6.964115304	-5.30614772	-5.61633736	1.589564225
OXGR1	-4.414722166	3.8839456	8.177123278	17.69411034
CPNE4	-5.259723308	-2.360260396	-3.735798748	45.20195676
DHRS9	1.547007768	70.67979027	28.27693719	2.96541945
LRRC15	4.816915195	-1.233869239	-3.285456157	-1.20690182
OTOP3	-1.191728267	-2.328192573	-4.362033877	-2.583443353
UBR2	29.57757113	8.151596108	31.98685648	35.09882015
KCNQ2	39.59774026	14.07263284	10.2662776	48.75646045
WHSC1	29.00381277	25.60948239	34.01541913	43.09872106
IQGAP3	-6.478406665	19.33089243	9.265791489	4.082749867
ZNF483	18.45977967	-0.4526295343	-0.05341629124	39.2614972
KCNV2	8.677123872	10.90823868	10.75794892	12.21741559
RHOV	-10.01763323	15.7601613	4.006003431	8.898382181
KLK10	-9.789436489	13.02422967	4.892857749	5.411659828
ABHD17C	56.49280141	-5.130732318	5.64682705	27.15856725
EHD4	30.94341664	17.64903056	29.10877447	7.976424201
MAGI3	12.0765084	12.01170187	8.259394929	44.23393855
SLC15A4	12.52249466	41.29920012	51.55106943	7.285838261
FAM208B	22.32228042	10.83378641	26.53991535	31.14609603
CARNS1	8.595078443	37.1350503	122.5107667	-1.474277377
CACNA2D4	2.018386305	24.54376343	22.60839967	0.6534121131
FAM46D	5.863911364	-6.158175614	-6.68945858	0.7032252759
SHROOM4	18.95513385	20.68800083	67.95590091	-0.4953826047
DOPEY1	21.85264612	6.303753147	22.77455645	49.3462936
APOBR	2.838934157	26.73500832	9.649069487	0.8775229413
JOSD2	1.066198693	24.96125951	28.26444024	1.654430383
SCRN2	10.43824412	31.95971302	19.64436441	-3.753652659
SHKBP1	6.021277304	41.88567197	45.02872624	-9.883230792
HNRNPLL	13.49594646	16.76035787	12.19550096	47.77797114
TMEM44	3.08382939	10.61509913	13.07717877	14.98258343
SMIM19	9.801973011	27.13675606	18.46499069	36.30681018
UNC13D	11.60461206	22.81281003	27.8652108	1.026039362
GABRR3	3.765589272	5.637974665	1.948056077	3.572573935
DNER	15.25999148	30.18388904	52.15257232	23.72076071
ACVR1C	2.993610276	13.0773912	16.32750978	13.64850308
SGCZ	6.88252914	-0.8595239562	4.030436975	25.11848499
FGD4	51.58492187	28.10482039	45.97916323	19.61712058
LHFPL3	31.79474555	15.02427869	24.97328344	32.59972437
NFXL1	18.54660423	-2.802843473	3.491112663	41.87364353
EML5	13.08367696	5.790921812	8.594805819	48.23354779
CCDC153	14.80620535	30.41631937	22.85648923	8.804329489
ILF2	5.035815305	37.93301564	34.62895537	21.55515591
PEX1	10.42187752	23.31104906	39.0734362	20.51405145
RNF126	8.96325035	13.11911307	19.67903604	12.7000668
CAPN13	3.614484559	28.79004262	81.25855481	-4.476484373
COQ10A	13.03709751	20.02951181	9.798521476	9.734401131
SCLT1	24.28721127	4.543113524	11.85232159	23.92785364
Sep-10	23.77619927	37.54985901	104.7489233	4.026156618
MARVELD2	23.34717806	14.73863319	17.33184984	10.79462479
SGMS1	30.63622817	32.76033918	67.85170909	8.798113292
TAOK1	37.49414239	10.59014542	37.17154192	41.58762872
EML3	25.14177659	33.92311142	41.20849572	-18.26922794
KLK11	0.9975283152	1.168190198	-2.207855686	-6.745677232
FREM1	12.06631624	-0.9274039849	-0.6755387453	2.965127529
VWA3B	13.51845825	0.6363361025	-2.158731097	-2.368277882
CCDC11	20.60428931	10.8775631	9.93558679	-3.887464425
FBXL13	13.69798155	17.34784976	7.121093879	6.52445645
PELI3	-8.671576703	16.85396139	8.333459013	30.3717302
WDR90	12.38604441	21.782899	23.81081807	-2.473983524
SFT2D2	19.07541979	30.77127361	34.78811385	11.80539729
FAM76A	21.97648593	26.35770299	30.66906526	30.75491881
NCMAP	-0.2719450971	26.75432236	21.74670605	-0.04137292808
KLHL17	-16.59210407	10.30587978	-2.244697096	-13.65267649
PPP1R42	29.72312568	12.74021472	4.732808459	6.677803422
TRAF5	20.95028557	-1.270712161	5.545859848	38.08335391
ZNF23	14.59945621	19.66814953	20.71100346	33.25567371
RELL1	37.11621677	12.65222218	39.00288381	13.51666453
C5orf51	25.52187731	30.59849051	49.15967581	26.16653642
KCNJ14	26.51815429	6.163672812	6.971270863	6.64352044
TIFAB	5.676423606	-1.775560063	-1.774558064	2.460202361
TMEM82	7.203789488	19.43668658	13.47209054	5.893088987
RNF144B	37.48593527	21.32129433	20.76893442	10.94844698
SLC26A8	-4.086129308	6.724390596	-8.025825012	33.77554646
ZNF48	5.486025681	22.18289921	15.91714365	35.82422936
OR11H6	-0.02546453675	-0.2433412163	-2.873449648	-2.65310737
OR51T1	-1.526113143	-2.319282755	-1.782960344	-3.032563001
OR10G3	1.625757716	1.613266136	0.01256334112	3.497405288
OR5H15	9.406213704	-6.115113167	-3.539510301	6.855038453
OR11A1	0.3265667239	13.1204833	3.773299395	-2.033535905
OR6F1	1.948705472	-6.732225267	-6.673766906	-1.049383991
OR2A4	3.234364159	3.815275796	2.292478864	1.250274008
OR6C74	-3.91535523	5.487565806	2.832291018	-2.718396462
OR4S2	-0.7690588938	-4.679979632	-6.411008264	-1.18605623
MIEF2	4.157670111	19.60691044	11.83003304	22.03625836
SLC8A2	0.6714296637	-2.086240777	-4.53474318	15.64749721
GYLTL1B	0.1011372799	3.036047674	-0.4190848596	-2.843248867
ANKRD13B	3.449555179	17.11187914	26.31322533	4.043738271
KANSL1L	32.10097925	17.19672676	27.36744828	27.25445749
FAM227B	27.12162996	8.016509863	14.38617538	3.491595634
MS4A15	6.390220845	19.55554535	37.65918263	0.3394704823
CPNE2	21.4001049	24.34582479	55.22955404	-9.834366055
BEND6	-6.486208775	2.599497666	5.416547465	52.66884816
SDK1	8.65006964	11.28635421	1.017577025	15.65736439
KIAA1324L	8.032104237	22.27351635	72.5362545	34.48840281
TMEM196	-2.316791211	-0.1577465961	-1.773250982	37.31260549
MTURN	29.19460809	26.5778327	55.15659482	21.76052653
ZFP3	24.76918138	-2.738367332	8.521811379	32.83562957
TMEM52B	-1.479341571	13.84253091	5.985592846	12.57873023
SLC16A11	7.1484198	20.62817621	8.460330932	-0.6748719602
PRSS42	-0.6984440668	5.088138447	-3.98785336	-4.639166758
CEP120	7.727694997	18.61527027	27.94149905	36.3824128
LRRC34	45.50197685	15.94305574	16.32883687	17.53974454
ZNF791	18.08700861	24.58637388	25.74239833	34.86209129
TBC1D24	6.40724652	2.756713471	5.036281432	39.66856152
FAM149A	36.53872881	0.9558154333	-1.121358426	43.40514995
LPCAT4	-5.958884505	1.731314025	0.6540841471	33.95818665
ANKRD44	22.34155358	40.6720949	52.46184509	12.54816103
FAM154A	9.519487057	-0.3538532442	2.959332677	-0.6580138598
TECRL	5.801433447	-4.475521946	-3.375906962	0.804556384
SLC38A6	17.10001106	7.764013193	9.671371004	31.84949491
ANKRD13D	5.214664558	25.84613535	15.35672982	16.68655788
TMTC3	19.36521562	8.998565115	15.12086972	48.77083074
KDM4B	22.10698971	16.44934144	21.18338108	9.795176643
SLC6A17	-7.351178169	11.70413726	3.318030178	44.51345033
KDM4A	21.04307566	4.040292769	15.43887797	41.97900803
DTX4	-1.338945756	15.81805834	26.06101728	10.96107609
ZBTB41	21.43594141	19.51092583	23.41295518	41.11318225
SERINC2	7.523438024	4.222871143	1.256055239	-5.458538657
FGD5	16.59632917	6.73542783	13.39353592	5.412148061
KCTD13	9.626342252	18.88918252	16.45517993	32.23101941
OTOP2	-3.123284201	11.9862257	9.347207568	-4.826025911
ZNF250	20.7645237	10.12900991	17.95148236	26.52640437
CCDC142	8.932251371	24.47973514	23.77024569	5.506252631
KLHL31	6.8237259	8.810602806	7.357987361	5.140429098
MGAT5B	14.06746174	-2.499593907	-1.036443401	32.46168324
ARHGAP39	12.16095209	17.02565112	11.65807877	9.533042946
NFATC3	17.86132321	35.57918112	54.49265339	11.41449627
TPH2	-2.212645291	-3.848084885	-4.304763114	21.70103546
ZNF445	28.55606881	4.211875595	16.93985341	38.58343595
NHSL1	61.76272505	8.411792525	10.13233929	4.533848312
WDR88	5.030186406	-6.207858565	-4.260827675	3.78596781
CNBD1	6.631640792	-6.363759393	-4.225663549	2.457546485
TRIM65	13.14009281	7.9806137	11.99834219	-0.7073141804
KLHL35	-11.87700378	26.4833192	15.1696995	18.20194241
FAM177A1	14.98092141	30.09584537	62.24403084	22.04976391
SLC25A41	10.77708764	-3.935247356	-5.643457788	7.231326855
ATP11C	22.4889871	24.45500284	32.68077215	20.38775169
HMGCLL1	4.992832369	14.04078348	8.512919773	51.7718393
PDZD9	3.274847983	-5.932957549	-5.927533818	7.658179069
C3orf38	24.69924165	17.63802268	26.99536049	40.19809692
TAAR6	5.538623799	0.5395827772	-1.592668141	1.082501506
KRT73	1.134329722	-7.308118663	-5.48826965	-2.612305236
ANKRD46	-6.908760163	22.15967101	15.21406307	44.00268145
ERICH3	4.736318559	1.857716036	-5.266419098	40.35925138
CHCHD10	1.422052441	17.98498043	2.296285095	11.24204278
ANO6	47.77414427	27.12832037	25.55062267	18.40282322
CCDC40	12.00993392	10.22043773	3.461812411	6.072845864
CLVS2	-8.387014632	-9.086406356	-17.51161022	34.73209135
AGRN	20.89747124	23.14985488	39.41541016	26.81896654
ODF3L1	1.016879065	10.19973101	1.144569576	-0.5804035777
CCDC125	39.21362817	-0.3843249409	10.18302579	19.30692242
KIAA1731	27.72187113	-7.493724344	1.875920967	25.99968573
CCDC171	22.82861855	8.939506601	14.81948212	27.21402778
P4HA3	-1.893831212	-2.98332134	-3.635338152	-0.7857018827
VWC2L	-1.381318885	-6.006005632	-6.846820484	33.95492876
TMEM215	2.360708258	8.005701425	-0.01777619037	12.31240402
SH3PXD2B	40.42413393	3.886894625	39.24140879	9.293569773
PPFIA2	14.92294332	-5.137281841	10.74103959	53.22559005
CDNF	23.42076802	15.82678452	33.86764364	1.185900791
TGM6	1.143700954	-6.302133331	-6.010114525	-3.364952966
B4GALNT4	20.66521737	10.92672938	9.482629402	4.266864383
EDRF1	17.35365784	10.91460895	27.7211132	35.30330375
ABCA13	9.075161952	-5.193291867	-3.00486864	-0.1504860888
MYO1G	3.151996432	11.64734265	4.232662162	-0.8297133803
MSS51	2.924884787	1.526794876	-7.179710717	6.708117771
SLC9C2	21.46672723	1.867262061	0.8039568062	6.77206056
OBSL1	22.08540316	22.58199082	11.59651189	7.491749673
CRIP3	5.839785394	8.769163441	9.908581513	1.203999222
TRIM66	16.82488481	6.772257964	17.9720502	26.27766061
C10orf53	6.575113752	-0.07144701548	2.27761961	0.9308332809
VWA5B2	-0.6966067069	15.44071159	5.206488209	14.36672271
SPRED3	8.199000854	11.52452121	5.634552011	12.94866382
GPR183	11.25077132	44.82023814	23.28838965	-1.924267089
PLK5	14.65389106	12.70731894	6.911971463	1.323667393
CCSER1	7.705117356	-8.237896428	-3.889840082	36.36580296
CYP26C1	-0.8648505743	7.029040146	3.124003141	0.42350373
PRSS41	3.362024376	-4.819986986	-5.033272772	-7.105608359
CCDC108	9.991257736	10.84041368	1.231976166	11.99981268
LMOD3	-4.955531371	-2.625279623	0.8884824354	2.708771931
CXorf23	43.49462499	16.74596098	28.66277407	25.73530412
TBC1D9B	20.94159845	33.05683478	51.03950535	9.512443755
KLHL14	2.501911209	-0.4668802649	-2.117190068	10.47207844
NUP210L	6.617853113	-3.27100614	-2.769715731	-1.491926915
RALGAPA2	28.41670442	7.99506752	24.82964131	29.07600596
FAM160B1	10.31939947	24.83296733	15.41553833	37.61530208
TMEM132B	19.44289818	8.574174782	11.56484809	33.81151365
NIPAL1	-1.536266834	-1.634733983	-4.7752951	7.311801485
METTL11B	6.031145221	4.884296039	-0.9817904763	3.916101521
FNIP1	20.82902377	8.557096306	25.3750916	34.8181391
SOGA3	9.41203897	-7.446883974	3.441979351	42.71048948
RNF157	3.391362222	9.762706895	11.14702029	28.14380444
C5orf49	12.40465642	25.02747647	5.802591502	3.395629013
DENND3	17.62602434	43.69931967	26.39716138	16.57122213
KIAA1644	6.272720302	13.51165312	5.854060021	40.69473894
ODF3B	13.75976466	15.03576055	11.81608151	10.31762632
GXYLT1	38.27491854	5.214288205	17.79336148	23.89332412
ENPP4	8.90261214	35.42602352	92.78293376	19.64837692
TAF4B	3.097075966	-8.298160629	-0.4227798068	44.86307313
LIPM	2.614672308	-10.10057178	-9.182953314	1.28999574
KCNQ5	0.1636804798	1.817006771	3.828941172	61.33447965
RC3H2	9.209141751	18.0308491	18.29143766	54.11092493
DENND4B	4.529718028	17.2837818	18.4600425	22.2311013
MTHFD2L	30.15252367	25.346393	32.97641798	24.25489711
HECTD4	10.61531768	10.90195508	18.96999993	55.15895725
LMOD2	8.325061793	7.7803301	3.254694684	6.431460555
TEPP	2.353471436	5.679602099	-5.017587884	-2.040641503
ISX	6.245786173	3.43250419	3.978166353	12.81538301
KIAA1377	22.9115623	2.658117631	5.749077258	31.76740133
SATL1	2.705472923	-5.74930712	-2.067469201	32.81402144
CDC42BPG	-2.801492863	-3.877861409	-7.108208151	-3.511521265
RBM20	2.717570685	5.652499901	7.412016834	22.27863373
RASEF	4.94455898	-0.001332506159	-3.433350545	-1.051443996
AADACL3	7.50483722	12.06538501	7.238984713	6.683930874
ANKRD65	14.54211898	33.80267382	48.59654328	-3.7118521
ARHGAP42	57.75686111	20.12449466	13.69279595	13.90767398
CNTN5	-3.733656583	-0.5677144284	-4.923852191	36.42259595
CCDC15	24.05964948	22.15971503	35.99112157	0.004935677035
ARL5C	5.376945354	-3.018112509	-4.413250452	7.968008221
ARHGEF37	12.33533922	29.8564037	97.5589739	-2.695822639
TMEM212	-0.8673768805	0.8297525518	-0.2946009712	0.6076368455
SERPINA11	5.847566902	4.173308944	-1.352362661	4.781718988
TEN1	17.7684781	34.36215016	23.27801351	17.09775431
GOLGA7B	2.300771045	8.557594551	0.51654487	9.791740264
FIGNL2	12.71353177	2.80468358	7.471848091	9.245380557
LOC389895	7.304401079	25.07060651	17.52525318	5.713686234
OR2V2	0.9621608349	0.8004824423	-1.858635648	-2.647208194
CRYBG3	13.46544634	9.750404441	29.87216466	11.78866913
RBBP8	24.1720455	16.57005466	13.85249458	14.67693726
TMEM213	5.33028025	2.112394003	1.312204351	4.469336491
MRGPRG	-0.9177695942	1.394972488	-1.657211233	-3.092014808
HNRNPUL2	1.813371782	7.606224755	8.626608056	23.0816402
GPR137C	-10.777989	14.63792405	16.53706363	22.88981344
CHSY3	3.707608967	3.952171708	4.169484249	51.26884875
AADACL2	6.898258306	-1.544165485	-2.675086413	-0.5274272244
RBM12B	24.21727967	3.421324746	20.77546922	25.22653896
PLSCR5	0.9147037323	2.538951188	-3.005149681	7.592928838
TROAP	0.01536835629	10.74522412	4.2757021	-6.726280471
KBTBD11	22.88188942	4.75121363	11.29482134	7.550948305
CDKL4	7.389333741	-0.6449859337	-4.391040039	14.13384996
C1orf228	28.6006822	8.413235954	5.013484497	-6.908701366
FKBP15	20.69089718	41.42610786	43.16916109	18.09390801
HLTF	30.57918033	18.91207656	29.11394714	39.14019366
SBK2	6.704471051	14.32511625	4.769381421	4.048596459
ADRB2	24.8423139	53.20752066	30.52432946	-3.007806141
APC	34.93264493	-0.1457266591	7.11736312	52.63387268
APOE	94.1492262	14.78181072	14.01769638	-10.7121882
ATM	4.266006303	22.34381751	31.5958735	15.7102868
BTK	2.836496772	50.90070712	15.68993388	-0.4145162259
CYP19A1	5.685037071	-2.29898377	-6.366815505	4.414929913
EXT1	18.92714257	17.44914749	13.47206464	29.06311817
FBN1	19.73197255	20.61745652	52.0866528	18.61511581
NR3C1	24.28891765	11.56624279	34.19585126	40.16280098
SHH	-1.2308458	4.180101769	-2.274022633	8.290712259
NCF1	-2.294897549	53.25255368	21.7746414	-1.451452175
ATXN7	31.03104903	7.248950065	13.11714585	20.72795541
TYR	5.982240032	-2.907538701	3.084273213	-1.842744056
WAS	8.184956703	32.81854957	8.010831984	-1.823305365
GP1BB	15.4100082	-4.130873461	-8.779852375	15.84269503
KRT2	4.429449782	-9.593438114	-5.751764077	0.2104971197
F10	4.989075474	13.72610612	8.274252576	-1.989393306
RFX2	74.88936046	7.521792103	2.041738243	-5.03284897
COMT	62.13827305	38.83266004	62.28108878	4.798333257
CYP7A1	0.4968966654	5.924718209	-0.7029443053	-2.679252826
DRD1	10.16858979	9.82922013	11.56333687	49.08341736
HMGCR	15.55189879	-5.107605819	9.053911136	44.87112094
IGF1R	33.09368194	0.7459444043	19.7101225	39.36852972
P4HA1	39.12845639	11.3972908	19.5431051	16.75694137
PNLIP	1.344446072	-3.648768079	-3.430626055	-3.166848347
PTGS2	9.355088652	5.129908512	4.115307729	18.92598188
RPL6	5.823065099	28.2624339	18.70721041	6.871292395
AANAT	-1.121774973	17.07319741	1.841300571	-2.884692357
ACACA	13.55244312	17.30648262	22.41121764	48.6419056
ACTN2	-5.632968792	28.89458078	37.44948809	41.05732155
HCN2	5.593163846	17.02829869	23.08812887	31.35744117
